order_id,order_date,customer_id,product_id,quantity,unit_price,discount,net_sales,channel,province,category,payment_id,payment_method,payment_status,paid_at,is_paid_sale
ORD000312,2026-01-04 13:24:00,C0011,P026,1,12900.0,0.0,12900.0,Mobile App,ชลบุรี,Smart Home,PAY000312,PromptPay,PAID,2026-01-04 14:00:00,True
ORD000313,2026-01-18 16:23:00,C0088,P025,4,23310.0,0.0,93240.0,Marketplace,ภูเก็ต,Accessory,PAY000313,PromptPay,FAILED,2026-01-18 18:36:00,False
ORD000314,2026-01-01 06:01:00,C0027,P022,1,449.1,0.05,426.645,Web,กรุงเทพมหานคร,Accessory,PAY000314,Bank Transfer,FAILED,2026-01-01 07:10:00,False
ORD000315,2026-01-21 13:58:00,C0037,P016,1,1564.5,0.0,1564.5,Marketplace,ภูเก็ต,Accessory,PAY000315,Bank Transfer,PAID,2026-01-21 14:19:00,True
ORD000316,2026-01-15 06:25:00,C0140,P021,1,27195.0,0.0,27195.0,Web,ภูเก็ต,Smart Home,PAY000316,Credit Card,PAID,2026-01-15 09:11:00,True
ORD000317,2026-01-26 07:49:00,C0068,P022,1,499.0,0.0,499.0,Marketplace,ขอนแก่น,Accessory,PAY000317,Bank Transfer,PAID,2026-01-26 10:10:00,True
ORD000318,2026-01-04 17:13:00,C0008,P002,1,1490.0,0.0,1490.0,Mobile App,ขอนแก่น,Smartphone,PAY000318,Credit Card,PAID,2026-01-04 17:44:00,True
ORD000319,2026-01-28 14:43:00,C0150,P013,1,499.0,0.0,499.0,Web,เชียงใหม่,Smart Home,PAY000319,Bank Transfer,PAID,2026-01-28 17:09:00,True
ORD000320,2026-01-05 23:01:00,C0109,P008,1,523.95,0.0,523.95,Marketplace,กรุงเทพมหานคร,Accessory,PAY000320,Bank Transfer,PAID,2026-01-06 00:18:00,True
ORD000321,2026-01-04 08:53:00,C0079,P014,1,990.0,0.1,891.0,Mobile App,ภูเก็ต,Notebook,PAY000321,Bank Transfer,PAID,2026-01-04 10:21:00,True
ORD000322,2026-01-21 08:25:00,C0111,P036,1,284.05,0.0,284.05,Web,ขอนแก่น,Notebook,PAY000322,Credit Card,FAILED,2026-01-21 09:29:00,False
ORD000323,2026-01-28 04:05:00,C0151,P032,1,25900.0,0.0,25900.0,Mobile App,ชลบุรี,Notebook,PAY000323,Credit Card,PAID,2026-01-28 04:59:00,True
ORD000324,2026-01-13 14:46:00,C0044,P039,3,891.0,0.1,2405.7000000000003,Mobile App,กรุงเทพมหานคร,Notebook,PAY000324,Bank Transfer,PAID,2026-01-13 17:04:00,True
ORD000325,2026-01-07 06:28:00,C0012,P018,1,4189.5,0.0,4189.5,Mobile App,ขอนแก่น,Smartphone,PAY000325,Credit Card,PAID,2026-01-07 08:31:00,True
ORD000326,2026-01-26 10:56:00,C0100,P008,2,449.1,0.0,898.2,Mobile App,กรุงเทพมหานคร,Accessory,PAY000326,Bank Transfer,REFUNDED,2026-01-26 11:27:00,False
ORD000327,2026-01-09 08:32:00,C0123,P020,3,474.05,0.0,1422.15,Mobile App,ระยอง,Smart Home,PAY000327,PromptPay,PAID,2026-01-09 10:26:00,True
ORD000328,2026-01-23 13:01:00,C0046,P016,2,1341.0,0.0,2682.0,Mobile App,ชลบุรี,Accessory,PAY000328,PromptPay,PAID,2026-01-23 13:55:00,True
ORD000329,2026-01-24 00:32:00,C0140,P008,1,499.0,0.05,474.04999999999995,Marketplace,ภูเก็ต,Accessory,PAY000329,Bank Transfer,PAID,2026-01-24 03:18:00,True
ORD000330,2026-01-12 11:00:00,C0020,P028,3,269.1,0.0,807.3000000000001,Web,ขอนแก่น,Smartphone,PAY000330,PromptPay,PAID,2026-01-12 11:50:00,True
ORD000331,2026-01-24 02:37:00,C0090,P035,1,24605.0,0.0,24605.0,Marketplace,เชียงใหม่,Accessory,PAY000331,Credit Card,PAID,2026-01-24 04:21:00,True
ORD000332,2026-01-23 04:50:00,C0135,P003,2,25900.0,0.05,49210.0,Marketplace,กรุงเทพมหานคร,Smartphone,PAY000332,Bank Transfer,PAID,2026-01-23 05:08:00,True
ORD000333,2026-01-20 03:21:00,C0143,P011,2,25900.0,0.0,51800.0,Web,เชียงใหม่,Accessory,PAY000333,PromptPay,PAID,2026-01-20 05:27:00,True
ORD000334,2026-01-03 11:55:00,C0090,P021,1,24605.0,0.1,22144.5,Mobile App,เชียงใหม่,Smart Home,PAY000334,Credit Card,PAID,2026-01-03 14:23:00,True
ORD000335,2026-01-18 07:01:00,C0114,P019,2,3990.0,0.0,7980.0,Web,เชียงใหม่,Smartphone,PAY000335,Bank Transfer,PAID,2026-01-18 08:42:00,True
ORD000336,2026-01-27 00:17:00,C0058,P021,2,24605.0,0.0,49210.0,Marketplace,ระยอง,Smart Home,PAY000336,Bank Transfer,PAID,2026-01-27 01:36:00,True
ORD000337,2026-01-16 00:09:00,C0061,P019,1,3990.0,0.1,3591.0,Mobile App,ขอนแก่น,Smartphone,PAY000337,Credit Card,PAID,2026-01-16 00:35:00,True
ORD000338,2026-01-27 15:41:00,C0036,P024,2,313.95,0.0,627.9,Marketplace,กรุงเทพมหานคร,Accessory,PAY000338,Bank Transfer,PAID,2026-01-27 17:48:00,True
ORD000339,2026-01-24 07:46:00,C0140,P003,2,24605.0,0.0,49210.0,Web,ภูเก็ต,Smartphone,PAY000339,PromptPay,PAID,2026-01-24 08:27:00,True
ORD000340,2026-01-21 07:12:00,C0040,P005,3,313.95,0.0,941.8499999999999,Mobile App,กรุงเทพมหานคร,Smartphone,PAY000340,Bank Transfer,PAID,2026-01-21 09:33:00,True
ORD000341,2026-01-24 01:27:00,C0159,P012,1,891.0,0.0,891.0,Marketplace,ภูเก็ต,Accessory,PAY000341,Bank Transfer,PAID,2026-01-24 03:27:00,True
ORD000342,2026-01-26 00:15:00,C0029,P036,3,299.0,0.1,807.3000000000001,Web,ขอนแก่น,Notebook,PAY000342,PromptPay,PAID,2026-01-26 01:32:00,True
ORD000343,2026-01-24 15:07:00,C0008,P033,4,12900.0,0.0,51600.0,Mobile App,ขอนแก่น,Smart Home,PAY000343,PromptPay,PAID,2026-01-24 15:32:00,True
ORD000344,2026-01-03 07:19:00,C0140,P032,4,23310.0,0.0,93240.0,Marketplace,ภูเก็ต,Notebook,PAY000344,PromptPay,PAID,2026-01-03 08:00:00,True
ORD000345,2026-01-06 18:55:00,C0129,P012,1,940.5,0.0,940.5,Web,กรุงเทพมหานคร,Accessory,PAY000345,Bank Transfer,PAID,2026-01-06 20:15:00,True
ORD000346,2026-01-17 20:22:00,C0018,P021,4,24605.0,0.0,98420.0,Web,ขอนแก่น,Smart Home,PAY000346,Bank Transfer,PAID,2026-01-17 21:14:00,True
ORD000347,2026-01-02 23:31:00,C0145,P037,1,25900.0,0.0,25900.0,Mobile App,ภูเก็ต,Smart Home,PAY000347,Credit Card,REFUNDED,2026-01-03 02:03:00,False
ORD000348,2026-01-08 09:01:00,C0079,P010,4,891.0,0.0,3564.0,Marketplace,ภูเก็ต,Smart Home,PAY000348,Credit Card,PAID,2026-01-08 10:08:00,True
ORD000349,2026-01-13 15:09:00,C0011,P027,4,23310.0,0.1,83916.0,Mobile App,ชลบุรี,Smartphone,PAY000349,Bank Transfer,PAID,2026-01-13 16:38:00,True
ORD000350,2026-01-11 09:57:00,C0155,P024,2,269.1,0.05,511.29,Mobile App,เชียงใหม่,Accessory,PAY000350,Credit Card,PAID,2026-01-11 11:09:00,True
ORD000351,2026-01-17 17:41:00,C0119,P030,2,499.0,0.0,998.0,Marketplace,ขอนแก่น,Smartphone,PAY000351,Credit Card,PAID,2026-01-17 18:25:00,True
ORD000352,2026-01-21 13:44:00,C0076,P022,1,449.1,0.05,426.645,Marketplace,ระยอง,Accessory,PAY000352,Bank Transfer,PAID,2026-01-21 14:08:00,True
ORD000353,2026-01-22 13:13:00,C0032,P006,1,299.0,0.0,299.0,Marketplace,ระยอง,Accessory,PAY000353,Bank Transfer,PAID,2026-01-22 15:41:00,True
ORD000354,2026-01-19 08:37:00,C0032,P023,1,299.0,0.0,299.0,Marketplace,ระยอง,Accessory,PAY000354,Bank Transfer,PAID,2026-01-19 10:06:00,True
ORD000355,2026-01-10 07:21:00,C0112,P016,1,1564.5,0.0,1564.5,Marketplace,กรุงเทพมหานคร,Accessory,PAY000355,Bank Transfer,PAID,2026-01-10 07:25:00,True
ORD000356,2026-01-02 23:47:00,C0158,P016,2,1564.5,0.05,2972.5499999999997,Marketplace,เชียงใหม่,Accessory,PAY000356,Credit Card,PAID,2026-01-03 01:50:00,True
ORD000357,2026-01-18 15:19:00,C0087,P020,2,449.1,0.05,853.29,Marketplace,กรุงเทพมหานคร,Smart Home,PAY000357,Credit Card,PAID,2026-01-18 17:51:00,True
ORD000358,2026-01-05 18:00:00,C0063,P002,4,1415.5,0.1,5095.8,Mobile App,ระยอง,Smartphone,PAY000358,Credit Card,PAID,2026-01-05 18:03:00,True
ORD000359,2026-01-14 22:16:00,C0151,P016,1,1564.5,0.0,1564.5,Marketplace,ชลบุรี,Accessory,PAY000359,Bank Transfer,PAID,2026-01-14 22:52:00,True
ORD000360,2026-01-24 07:27:00,C0009,P015,2,269.1,0.0,538.2,Marketplace,ภูเก็ต,Notebook,PAY000360,Credit Card,PAID,2026-01-24 09:45:00,True
ORD000361,2026-02-19 02:59:00,C0124,P019,1,4189.5,0.05,3980.0249999999996,Web,กรุงเทพมหานคร,Smartphone,PAY000361,Bank Transfer,PAID,2026-02-19 05:29:00,True
ORD000362,2026-02-20 07:33:00,C0072,P039,2,940.5,0.05,1786.9499999999998,Web,เชียงใหม่,Notebook,PAY000362,PromptPay,PAID,2026-02-20 08:35:00,True
ORD000363,2026-02-08 06:17:00,C0136,P014,2,940.5,0.05,1786.9499999999998,Mobile App,ระยอง,Notebook,PAY000363,PromptPay,PAID,2026-02-08 08:22:00,True
ORD000364,2026-02-16 06:58:00,C0077,P038,2,12900.0,0.0,25800.0,Web,เชียงใหม่,Smartphone,PAY000364,Credit Card,PAID,2026-02-16 07:47:00,True
ORD000365,2026-02-23 13:30:00,C0139,P004,2,1490.0,0.0,2980.0,Marketplace,ระยอง,Smart Home,PAY000365,Credit Card,PAID,2026-02-23 13:35:00,True
ORD000366,2026-02-14 20:28:00,C0088,P004,1,1490.0,0.0,1490.0,Marketplace,ภูเก็ต,Smart Home,PAY000366,Credit Card,PAID,2026-02-14 20:32:00,True
ORD000369,2026-02-22 01:54:00,C0037,P033,3,13545.0,0.0,40635.0,Mobile App,ภูเก็ต,Smart Home,PAY000369,Credit Card,PAID,2026-02-22 03:25:00,True
ORD000370,2026-02-05 13:06:00,C0050,P006,2,284.05,0.05,539.695,Marketplace,เชียงใหม่,Accessory,PAY000370,PromptPay,PAID,2026-02-05 15:17:00,True
ORD000371,2026-02-06 02:30:00,C0155,P029,4,3990.0,0.0,15960.0,Web,เชียงใหม่,Notebook,PAY000371,PromptPay,PAID,2026-02-06 05:03:00,True
ORD000372,2026-02-03 18:30:00,C0096,P025,2,27195.0,0.1,48951.0,Mobile App,กรุงเทพมหานคร,Accessory,PAY000372,Bank Transfer,PAID,2026-02-03 20:56:00,True
ORD000373,2026-02-05 22:22:00,C0081,P028,1,269.1,0.05,255.645,Marketplace,ขอนแก่น,Smartphone,PAY000373,Credit Card,PAID,2026-02-05 23:00:00,True
ORD000374,2026-02-12 03:57:00,C0101,P040,1,3591.0,0.0,3591.0,Web,ภูเก็ต,Accessory,PAY000374,Credit Card,PAID,2026-02-12 05:01:00,True
ORD000375,2026-02-16 10:59:00,C0034,P008,1,474.05,0.05,450.34749999999997,Web,ภูเก็ต,Accessory,PAY000375,PromptPay,PAID,2026-02-16 11:10:00,True
ORD000376,2026-02-26 11:51:00,C0155,P027,4,27195.0,0.0,108780.0,Mobile App,เชียงใหม่,Smartphone,PAY000376,Credit Card,PAID,2026-02-26 13:45:00,True
ORD000377,2026-02-18 10:54:00,C0114,P014,1,891.0,0.0,891.0,Web,เชียงใหม่,Notebook,PAY000377,PromptPay,PAID,2026-02-18 13:06:00,True
ORD000378,2026-02-03 18:47:00,C0118,P002,4,1415.5,0.1,5095.8,Marketplace,ระยอง,Smartphone,PAY000378,Credit Card,PAID,2026-02-03 21:18:00,True
ORD000379,2026-02-26 21:04:00,C0002,P010,1,1039.5,0.05,987.525,Mobile App,ชลบุรี,Smart Home,PAY000379,Credit Card,PAID,2026-02-26 23:45:00,True
ORD000380,2026-02-04 17:51:00,C0045,P026,3,11610.0,0.05,33088.5,Web,เชียงใหม่,Smart Home,PAY000380,PromptPay,PAID,2026-02-04 18:14:00,True
ORD000381,2026-02-09 10:43:00,C0077,P007,1,24605.0,0.0,24605.0,Mobile App,เชียงใหม่,Notebook,PAY000381,Bank Transfer,PAID,2026-02-09 13:34:00,True
ORD000383,2026-02-11 01:20:00,C0022,P026,4,12255.0,0.0,49020.0,Marketplace,กรุงเทพมหานคร,Smart Home,PAY000383,Bank Transfer,REFUNDED,2026-02-11 01:31:00,False
ORD000384,2026-02-14 07:10:00,C0013,P038,1,13545.0,0.05,12867.75,Marketplace,เชียงใหม่,Smartphone,PAY000384,PromptPay,PAID,2026-02-14 07:53:00,True
ORD000385,2026-02-12 03:57:00,C0089,P028,4,299.0,0.0,1196.0,Web,ชลบุรี,Smartphone,PAY000385,Credit Card,PAID,2026-02-12 06:23:00,True
ORD000386,2026-02-20 14:00:00,C0156,P016,1,1341.0,0.1,1206.9,Web,กรุงเทพมหานคร,Accessory,PAY000386,Bank Transfer,FAILED,2026-02-20 14:51:00,False
ORD000387,2026-02-12 10:15:00,C0071,P028,4,313.95,0.0,1255.8,Marketplace,ชลบุรี,Smartphone,PAY000387,Bank Transfer,PAID,2026-02-12 11:47:00,True
ORD000388,2026-02-22 14:44:00,C0100,P018,2,3591.0,0.0,7182.0,Web,กรุงเทพมหานคร,Smartphone,PAY000388,Credit Card,PAID,2026-02-22 17:25:00,True
ORD000389,2026-02-15 15:29:00,C0051,P032,2,25900.0,0.0,51800.0,Marketplace,เชียงใหม่,Notebook,PAY000389,Credit Card,PAID,2026-02-15 18:16:00,True
ORD000390,2026-02-04 07:56:00,C0159,P026,3,11610.0,0.0,34830.0,Mobile App,ภูเก็ต,Smart Home,PAY000390,Bank Transfer,PAID,2026-02-04 09:09:00,True
ORD000391,2026-02-18 08:58:00,C0101,P020,2,449.1,0.0,898.2,Mobile App,ภูเก็ต,Smart Home,PAY000391,Credit Card,PAID,2026-02-18 09:31:00,True
ORD000392,2026-02-26 06:39:00,C0107,P023,1,269.1,0.0,269.1,Mobile App,ระยอง,Accessory,PAY000392,Credit Card,PAID,2026-02-26 08:14:00,True
ORD000393,2026-02-08 21:28:00,C0075,P022,1,449.1,0.0,449.1,Marketplace,ระยอง,Accessory,PAY000393,Credit Card,FAILED,2026-02-09 00:05:00,False
ORD000394,2026-02-06 06:54:00,C0015,P007,2,24605.0,0.1,44289.0,Web,ภูเก็ต,Notebook,PAY000394,Bank Transfer,PAID,2026-02-06 09:38:00,True
ORD000395,2026-02-12 15:38:00,C0008,P020,1,499.0,0.0,499.0,Web,ขอนแก่น,Smart Home,PAY000395,Bank Transfer,PAID,2026-02-12 15:41:00,True
ORD000396,2026-02-13 07:26:00,C0019,P026,3,12900.0,0.1,34830.0,Marketplace,ระยอง,Smart Home,PAY000396,Credit Card,FAILED,2026-02-13 08:27:00,False
ORD000397,2026-02-06 11:40:00,C0015,P040,2,3990.0,0.1,7182.0,Marketplace,ภูเก็ต,Accessory,PAY000397,PromptPay,PAID,2026-02-06 12:31:00,True
ORD000398,2026-02-20 16:01:00,C0095,P040,2,3990.0,0.0,7980.0,Marketplace,ระยอง,Accessory,PAY000398,Credit Card,PAID,2026-02-20 17:09:00,True
ORD000399,2026-02-12 11:47:00,C0102,P026,2,12900.0,0.0,25800.0,Mobile App,ระยอง,Smart Home,PAY000399,Bank Transfer,FAILED,2026-02-12 12:21:00,False
ORD000400,2026-02-19 15:10:00,C0078,P035,4,27195.0,0.0,108780.0,Web,ระยอง,Accessory,PAY000400,PromptPay,PAID,2026-02-19 17:01:00,True
ORD000401,2026-02-16 16:25:00,C0085,P013,3,499.0,0.1,1347.3,Marketplace,กรุงเทพมหานคร,Smart Home,PAY000401,Bank Transfer,PAID,2026-02-16 18:28:00,True
ORD000402,2026-02-16 20:27:00,C0084,P030,1,523.95,0.05,497.7525,Web,กรุงเทพมหานคร,Smartphone,PAY000402,PromptPay,PAID,2026-02-16 23:00:00,True
ORD000403,2026-02-17 06:30:00,C0107,P031,1,1490.0,0.0,1490.0,Mobile App,ระยอง,Smart Home,PAY000403,Credit Card,PAID,2026-02-17 08:01:00,True
ORD000405,2026-02-27 09:47:00,C0070,P001,1,299.0,0.0,299.0,Marketplace,เชียงใหม่,Notebook,PAY000405,PromptPay,PAID,2026-02-27 10:57:00,True
ORD000406,2026-02-04 00:37:00,C0144,P035,3,23310.0,0.0,69930.0,Web,ภูเก็ต,Accessory,PAY000406,Credit Card,PAID,2026-02-04 01:48:00,True
ORD000407,2026-02-28 08:21:00,C0100,P027,4,23310.0,0.1,83916.0,Web,กรุงเทพมหานคร,Smartphone,PAY000407,PromptPay,PAID,2026-02-28 11:09:00,True
ORD000408,2026-02-27 20:30:00,C0047,P032,2,25900.0,0.05,49210.0,Marketplace,ระยอง,Notebook,PAY000408,PromptPay,PAID,2026-02-27 20:36:00,True
ORD000409,2026-02-17 18:03:00,C0071,P035,3,27195.0,0.0,81585.0,Mobile App,ชลบุรี,Accessory,PAY000409,Credit Card,PAID,2026-02-17 18:22:00,True
ORD000411,2026-02-10 01:56:00,C0030,P025,1,25900.0,0.0,25900.0,Mobile App,ชลบุรี,Accessory,PAY000411,Credit Card,PAID,2026-02-10 04:29:00,True
ORD000412,2026-02-11 23:14:00,C0088,P025,2,25900.0,0.0,51800.0,Web,ภูเก็ต,Accessory,PAY000412,Credit Card,PAID,2026-02-12 02:03:00,True
ORD000413,2026-02-12 05:32:00,C0125,P005,2,313.95,0.0,627.9,Web,เชียงใหม่,Smartphone,PAY000413,Bank Transfer,PAID,2026-02-12 07:20:00,True
ORD000414,2026-02-18 15:53:00,C0072,P019,1,3591.0,0.0,3591.0,Web,เชียงใหม่,Smartphone,PAY000414,Credit Card,PAID,2026-02-18 17:19:00,True
ORD000415,2026-02-15 12:42:00,C0007,P037,4,24605.0,0.0,98420.0,Marketplace,กรุงเทพมหานคร,Smart Home,PAY000415,Credit Card,PAID,2026-02-15 13:09:00,True
ORD000416,2026-02-06 05:45:00,C0109,P023,2,299.0,0.0,598.0,Mobile App,กรุงเทพมหานคร,Accessory,PAY000416,Bank Transfer,PAID,2026-02-06 07:35:00,True
ORD000417,2026-02-26 00:25:00,C0075,P013,1,474.05,0.0,474.05,Web,ระยอง,Smart Home,PAY000417,Credit Card,FAILED,2026-02-26 00:38:00,False
ORD000418,2026-02-26 17:39:00,C0097,P018,2,3790.5,0.05,7201.95,Marketplace,เชียงใหม่,Smartphone,PAY000418,Credit Card,PAID,2026-02-26 19:56:00,True
ORD000419,2026-02-12 23:28:00,C0015,P002,1,1341.0,0.1,1206.9,Marketplace,ภูเก็ต,Smartphone,PAY000419,Bank Transfer,PAID,2026-02-13 02:09:00,True
ORD000420,2026-02-09 09:44:00,C0056,P021,1,23310.0,0.1,20979.0,Mobile App,เชียงใหม่,Smart Home,PAY000420,Bank Transfer,PAID,2026-02-09 12:05:00,True
ORD000421,2026-02-14 04:43:00,C0160,P023,3,284.05,0.1,766.9350000000001,Marketplace,กรุงเทพมหานคร,Accessory,PAY000421,Bank Transfer,PAID,2026-02-14 06:37:00,True
ORD000422,2026-02-27 13:36:00,C0160,P001,3,299.0,0.0,897.0,Mobile App,กรุงเทพมหานคร,Notebook,PAY000422,PromptPay,PAID,2026-02-27 16:23:00,True
ORD000423,2026-02-04 18:44:00,C0047,P027,4,24605.0,0.0,98420.0,Web,ระยอง,Smartphone,PAY000423,Bank Transfer,PAID,2026-02-04 21:21:00,True
ORD000424,2026-02-19 22:35:00,C0002,P007,1,24605.0,0.05,23374.75,Web,ชลบุรี,Notebook,PAY000424,Credit Card,PAID,2026-02-19 22:53:00,True
ORD000425,2026-02-17 18:53:00,C0145,P003,2,25900.0,0.0,51800.0,Web,ภูเก็ต,Smartphone,PAY000425,PromptPay,PAID,2026-02-17 21:34:00,True
ORD000426,2026-02-25 09:55:00,C0043,P027,4,25900.0,0.0,103600.0,Web,ระยอง,Smartphone,PAY000426,Credit Card,PAID,2026-02-25 11:08:00,True
ORD000427,2026-02-24 02:11:00,C0137,P027,1,23310.0,0.0,23310.0,Mobile App,ภูเก็ต,Smartphone,PAY000427,PromptPay,FAILED,2026-02-24 05:08:00,False
ORD000428,2026-02-01 09:32:00,C0036,P032,2,27195.0,0.0,54390.0,Mobile App,กรุงเทพมหานคร,Notebook,PAY000428,Bank Transfer,PAID,2026-02-01 11:02:00,True
ORD000429,2026-02-02 17:59:00,C0036,P004,3,1490.0,0.0,4470.0,Web,กรุงเทพมหานคร,Smart Home,PAY000429,PromptPay,PAID,2026-02-02 20:32:00,True
ORD000430,2026-02-19 16:43:00,C0112,P037,4,25900.0,0.1,93240.0,Mobile App,กรุงเทพมหานคร,Smart Home,PAY000430,Bank Transfer,FAILED,2026-02-19 17:12:00,False
ORD000431,2026-02-05 17:40:00,C0017,P019,1,3790.5,0.1,3411.4500000000003,Marketplace,กรุงเทพมหานคร,Smartphone,PAY000431,Credit Card,PAID,2026-02-05 18:01:00,True
ORD000432,2026-02-04 04:23:00,C0119,P025,4,25900.0,0.0,103600.0,Marketplace,ขอนแก่น,Accessory,PAY000432,PromptPay,PAID,2026-02-04 06:56:00,True
ORD000433,2026-02-11 22:26:00,C0043,P009,2,284.05,0.05,539.695,Mobile App,ระยอง,Notebook,PAY000433,Bank Transfer,PAID,2026-02-11 23:59:00,True
ORD000434,2026-02-23 16:44:00,C0114,P025,1,25900.0,0.1,23310.0,Mobile App,เชียงใหม่,Accessory,PAY000434,Bank Transfer,PAID,2026-02-23 19:04:00,True
ORD000435,2026-02-13 04:16:00,C0130,P010,2,891.0,0.05,1692.8999999999999,Mobile App,ภูเก็ต,Smart Home,PAY000435,PromptPay,PAID,2026-02-13 06:40:00,True
ORD000436,2026-02-20 09:07:00,C0154,P009,1,299.0,0.1,269.1,Marketplace,เชียงใหม่,Notebook,PAY000436,Bank Transfer,REFUNDED,2026-02-20 11:55:00,False
ORD000437,2026-02-24 08:52:00,C0059,P014,2,990.0,0.0,1980.0,Web,ระยอง,Notebook,PAY000437,PromptPay,PAID,2026-02-24 11:51:00,True
ORD000438,2026-02-03 17:34:00,C0106,P035,4,27195.0,0.0,108780.0,Mobile App,ภูเก็ต,Accessory,PAY000438,Credit Card,REFUNDED,2026-02-03 19:53:00,False
ORD000439,2026-02-20 02:29:00,C0112,P002,3,1564.5,0.0,4693.5,Mobile App,กรุงเทพมหานคร,Smartphone,PAY000439,Credit Card,PAID,2026-02-20 05:19:00,True
ORD000440,2026-02-22 17:06:00,C0063,P008,2,449.1,0.0,898.2,Web,ระยอง,Accessory,PAY000440,Credit Card,PAID,2026-02-22 18:29:00,True
ORD000441,2026-02-22 07:08:00,C0032,P024,1,299.0,0.0,299.0,Mobile App,ระยอง,Accessory,PAY000441,Bank Transfer,PAID,2026-02-22 07:12:00,True
ORD000442,2026-02-23 13:16:00,C0105,P010,1,1039.5,0.1,935.5500000000001,Marketplace,ภูเก็ต,Smart Home,PAY000442,PromptPay,PAID,2026-02-23 14:37:00,True
ORD000443,2026-02-19 19:44:00,C0117,P003,4,24605.0,0.0,98420.0,Web,ชลบุรี,Smartphone,PAY000443,PromptPay,PAID,2026-02-19 19:47:00,True
ORD000444,2026-02-12 16:42:00,C0030,P030,3,499.0,0.0,1497.0,Marketplace,ชลบุรี,Smartphone,PAY000444,PromptPay,PAID,2026-02-12 17:48:00,True
ORD000445,2026-02-10 13:38:00,C0054,P025,1,24605.0,0.0,24605.0,Mobile App,กรุงเทพมหานคร,Accessory,PAY000445,Bank Transfer,PAID,2026-02-10 14:36:00,True
ORD000446,2026-02-09 12:07:00,C0062,P012,1,990.0,0.0,990.0,Mobile App,ระยอง,Accessory,PAY000446,Bank Transfer,PAID,2026-02-09 13:35:00,True
ORD000447,2026-02-24 03:42:00,C0085,P024,1,313.95,0.0,313.95,Mobile App,กรุงเทพมหานคร,Accessory,PAY000447,PromptPay,PAID,2026-02-24 03:49:00,True
ORD000448,2026-02-15 13:01:00,C0096,P004,2,1341.0,0.05,2547.9,Web,กรุงเทพมหานคร,Smart Home,PAY000448,PromptPay,PAID,2026-02-15 15:20:00,True
ORD000449,2026-02-27 08:06:00,C0038,P031,3,1341.0,0.0,4023.0,Web,ชลบุรี,Smart Home,PAY000449,Credit Card,PAID,2026-02-27 08:23:00,True
ORD000450,2026-02-08 18:36:00,C0037,P011,1,25900.0,0.0,25900.0,Marketplace,ภูเก็ต,Accessory,PAY000450,Credit Card,PAID,2026-02-08 20:03:00,True
ORD000451,2026-02-15 01:08:00,C0028,P032,4,27195.0,0.05,103341.0,Marketplace,ขอนแก่น,Notebook,PAY000451,Bank Transfer,PAID,2026-02-15 03:31:00,True
ORD000452,2026-02-12 08:11:00,C0022,P005,4,299.0,0.0,1196.0,Mobile App,กรุงเทพมหานคร,Smartphone,PAY000452,Credit Card,PAID,2026-02-12 11:02:00,True
ORD000453,2026-02-02 03:17:00,C0105,P040,3,3990.0,0.05,11371.5,Web,ภูเก็ต,Accessory,PAY000453,PromptPay,PAID,2026-02-02 05:28:00,True
ORD000454,2026-02-17 21:52:00,C0087,P011,1,27195.0,0.05,25835.25,Mobile App,กรุงเทพมหานคร,Accessory,PAY000454,Bank Transfer,PAID,2026-02-17 23:01:00,True
ORD000455,2026-02-16 21:58:00,C0052,P022,3,523.95,0.0,1571.8500000000001,Web,ระยอง,Accessory,PAY000455,Credit Card,REFUNDED,2026-02-16 22:02:00,False
ORD000456,2026-02-19 18:32:00,C0155,P039,3,990.0,0.1,2673.0,Web,เชียงใหม่,Notebook,PAY000456,Bank Transfer,PAID,2026-02-19 19:21:00,True
ORD000458,2026-02-12 13:21:00,C0097,P040,3,3790.5,0.0,11371.5,Web,เชียงใหม่,Accessory,PAY000458,Bank Transfer,REFUNDED,2026-02-12 14:59:00,False
ORD000459,2026-02-24 08:54:00,C0070,P036,3,299.0,0.1,807.3000000000001,Mobile App,เชียงใหม่,Notebook,PAY000459,Credit Card,FAILED,2026-02-24 11:23:00,False
ORD000460,2026-02-17 04:59:00,C0040,P011,3,27195.0,0.0,81585.0,Mobile App,กรุงเทพมหานคร,Accessory,PAY000460,Bank Transfer,PAID,2026-02-17 05:29:00,True
ORD000461,2026-02-12 00:01:00,C0143,P015,2,299.0,0.1,538.2,Mobile App,เชียงใหม่,Notebook,PAY000461,PromptPay,PAID,2026-02-12 01:41:00,True
ORD000462,2026-02-28 03:21:00,C0077,P003,2,25900.0,0.05,49210.0,Mobile App,เชียงใหม่,Smartphone,PAY000462,Bank Transfer,PAID,2026-02-28 03:51:00,True
ORD000463,2026-02-20 13:20:00,C0062,P030,4,523.95,0.0,2095.8,Marketplace,ระยอง,Smartphone,PAY000463,PromptPay,PAID,2026-02-20 14:06:00,True
ORD000465,2026-02-12 07:50:00,C0002,P011,1,27195.0,0.1,24475.5,Mobile App,ชลบุรี,Accessory,PAY000465,PromptPay,PAID,2026-02-12 09:18:00,True
ORD000466,2026-02-17 18:53:00,C0044,P004,1,1341.0,0.0,1341.0,Mobile App,กรุงเทพมหานคร,Smart Home,PAY000466,Bank Transfer,PAID,2026-02-17 19:26:00,True
ORD000467,2026-02-26 11:09:00,C0117,P017,4,990.0,0.1,3564.0,Mobile App,ชลบุรี,Smartphone,PAY000467,PromptPay,PAID,2026-02-26 13:26:00,True
